rare_allele_shared_with	common_allele_shared_with	unique
171	171	0
163	163	0
167	167	0
73	73	0
176	176	0
181	181	0
182	182	0
36	36	0
180	180	0
135	135	0
143	143	0
137	137	0
177	177	0
172	172	0
178	178	0
172	172	0
182	182	0
182	182	0
171	171	0
180	180	0
14	14	0
181	181	0
177	177	0
135	135	0
180	180	0
178	178	0
175	175	0
179	179	0
178	178	0
143	143	0
163	163	0
180	180	0
169	169	0
158	158	0
174	174	0
70	70	0
159	159	0
139	139	0
179	179	0
115	115	0
144	144	0
173	173	0
86	86	0
175	175	0
181	181	0
178	178	0
178	178	0
179	179	0
183	183	0
180	180	0
181	181	0
138	138	0
157	157	0
15	15	0
66	66	0
164	164	0
181	181	0
135	135	0
129	129	0
20	20	0
182	182	0
180	180	0
26	26	0
181	181	0
176	176	0
149	149	0
163	163	0
175	175	0
168	168	0
15	15	0
182	182	0
180	180	0
181	181	0
179	179	0
174	174	0
181	181	0
39	39	0
180	180	0
182	182	0
153	153	0
177	177	0
179	179	0
175	175	0
11	11	0
182	182	0
4	4	0
173	173	0
182	182	0
182	182	0
179	179	0
13	13	0
182	182	0
126	126	0
182	182	0
146	146	0
38	38	0
182	182	0
181	181	0
137	137	0
180	180	0
180	180	0
171	171	0
175	175	0
5	5	0
86	86	0
171	171	0
181	181	0
170	170	0
182	182	0
181	181	0
156	156	0
182	182	0
119	119	0
160	160	0
173	173	0
170	170	0
174	174	0
28	28	0
36	36	0
142	142	0
37	37	0
136	136	0
50	50	0
171	171	0
126	126	0
47	47	0
182	182	0
179	179	0
175	175	0
181	181	0
148	148	0
38	38	0
182	182	0
170	170	0
177	177	0
182	182	0
181	181	0
177	177	0
182	182	0
66	66	0
9	9	0
172	172	0
177	177	0
121	121	0
81	81	0
174	174	0
167	167	0
18	18	0
180	180	0
61	61	0
179	179	0
36	36	0
168	168	0
183	183	0
176	176	0
68	68	0
54	54	0
182	182	0
180	180	0
19	19	0
168	168	0
180	180	0
80	80	0
179	179	0
182	182	0
28	28	0
86	86	0
174	174	0
122	122	0
17	17	0
171	171	0
82	82	0
182	182	0
175	175	0
182	182	0
41	41	0
145	145	0
175	175	0
183	183	0
151	151	0
182	182	0
182	182	0
174	174	0
21	21	0
180	180	0
169	169	0
181	181	0
42	42	0
81	81	0
27	27	0
177	177	0
181	181	0
75	75	0
76	76	0
180	180	0
181	181	0
181	181	0
12	12	0
179	179	0
11	11	0
89	89	0
58	58	0
55	55	0
145	145	0
182	182	0
166	166	0
182	182	0
182	182	0
171	171	0
44	44	0
23	23	0
