rare_allele_shared_with	common_allele_shared_with	unique
171	171	0
19	19	0
167	167	0
73	73	0
176	176	0
181	181	0
182	182	0
36	36	0
180	180	0
47	47	0
39	39	0
137	137	0
177	177	0
172	172	0
178	178	0
10	10	0
182	182	0
182	182	0
171	171	0
180	180	0
14	14	0
181	181	0
177	177	0
135	135	0
2	2	0
178	178	0
175	175	0
179	179	0
178	178	0
39	39	0
19	19	0
180	180	0
169	169	0
158	158	0
174	174	0
70	70	0
159	159	0
139	139	0
179	179	0
115	115	0
38	38	0
173	173	0
96	96	0
175	175	0
181	181	0
178	178	0
178	178	0
179	179	0
183	183	0
180	180	0
181	181	0
44	44	0
25	25	0
167	167	0
66	66	0
164	164	0
181	181	0
47	47	0
53	53	0
162	162	0
182	182	0
180	180	0
26	26	0
181	181	0
6	6	0
149	149	0
163	163	0
175	175	0
168	168	0
167	167	0
182	182	0
180	180	0
181	181	0
179	179	0
174	174	0
181	181	0
143	143	0
180	180	0
182	182	0
153	153	0
177	177	0
179	179	0
175	175	0
171	171	0
182	182	0
178	178	0
173	173	0
182	182	0
182	182	0
179	179	0
13	13	0
182	182	0
56	56	0
182	182	0
146	146	0
38	38	0
182	182	0
181	181	0
45	45	0
180	180	0
180	180	0
171	171	0
175	175	0
177	177	0
96	96	0
171	171	0
181	181	0
170	170	0
182	182	0
181	181	0
156	156	0
182	182	0
119	119	0
160	160	0
173	173	0
170	170	0
174	174	0
154	154	0
146	146	0
142	142	0
37	37	0
136	136	0
132	132	0
11	11	0
56	56	0
47	47	0
182	182	0
179	179	0
175	175	0
181	181	0
148	148	0
38	38	0
182	182	0
170	170	0
5	5	0
182	182	0
181	181	0
177	177	0
182	182	0
116	116	0
173	173	0
172	172	0
177	177	0
61	61	0
101	101	0
174	174	0
167	167	0
18	18	0
180	180	0
61	61	0
179	179	0
36	36	0
168	168	0
183	183	0
176	176	0
68	68	0
54	54	0
182	182	0
180	180	0
163	163	0
168	168	0
180	180	0
80	80	0
179	179	0
182	182	0
28	28	0
86	86	0
174	174	0
122	122	0
165	165	0
11	11	0
82	82	0
182	182	0
175	175	0
182	182	0
41	41	0
37	37	0
175	175	0
183	183	0
151	151	0
182	182	0
182	182	0
8	8	0
161	161	0
180	180	0
13	13	0
181	181	0
140	140	0
81	81	0
155	155	0
177	177	0
181	181	0
75	75	0
106	106	0
180	180	0
181	181	0
181	181	0
12	12	0
179	179	0
171	171	0
89	89	0
124	124	0
55	55	0
145	145	0
182	182	0
166	166	0
182	182	0
182	182	0
11	11	0
44	44	0
23	23	0
116	116	0
39	39	0
176	176	0
180	180	0
182	182	0
182	182	0
182	182	0
144	144	0
182	182	0
178	178	0
182	182	0
170	170	0
122	122	0
180	180	0
