rare_allele_shared_with	common_allele_shared_with	unique
173	173	0
20	164	0
16	168	0
74	110	0
7	177	0
183	183	0
184	184	0
38	38	0
182	182	0
137	137	0
145	145	0
139	139	0
179	179	0
174	174	0
180	180	0
11	173	0
184	184	0
184	184	0
173	173	0
182	182	0
15	169	0
183	183	0
179	179	0
137	137	0
182	182	0
180	180	0
177	177	0
181	181	0
180	180	0
40	144	0
20	164	0
182	182	0
171	171	0
160	160	0
176	176	0
71	113	0
161	161	0
141	141	0
181	181	0
117	117	0
39	145	0
175	175	0
98	98	0
177	177	0
183	183	0
180	180	0
180	180	0
181	181	0
185	185	0
182	182	0
183	183	0
140	140	0
159	159	0
169	169	0
118	118	0
166	166	0
183	183	0
137	137	0
54	130	0
164	164	0
184	184	0
182	182	0
158	158	0
183	183	0
178	178	0
151	151	0
20	164	0
177	177	0
170	170	0
169	169	0
184	184	0
182	182	0
183	183	0
181	181	0
9	175	0
183	183	0
40	144	0
182	182	0
184	184	0
155	155	0
179	179	0
181	181	0
177	177	0
173	173	0
184	184	0
180	180	0
175	175	0
184	184	0
184	184	0
181	181	0
171	171	0
184	184	0
57	127	0
184	184	0
148	148	0
146	146	0
184	184	0
183	183	0
139	139	0
182	182	0
182	182	0
13	13	0
177	177	0
179	179	0
98	98	0
173	173	0
183	183	0
172	172	0
184	184	0
183	183	0
158	158	0
184	184	0
121	121	0
162	162	0
175	175	0
172	172	0
176	176	0
156	156	0
148	148	0
41	143	0
38	146	0
48	48	0
51	133	0
173	173	0
128	128	0
48	136	0
184	184	0
181	181	0
177	177	0
183	183	0
35	149	0
146	146	0
184	184	0
172	172	0
179	179	0
184	184	0
183	183	0
179	179	0
184	184	0
67	117	0
175	175	0
174	174	0
179	179	0
63	63	0
83	83	0
176	176	0
169	169	0
166	166	0
182	182	0
123	123	0
181	181	0
37	147	0
170	170	0
185	185	0
178	178	0
116	116	0
55	129	0
184	184	0
182	182	0
165	165	0
170	170	0
182	182	0
104	104	0
181	181	0
184	184	0
156	156	0
98	98	0
9	175	0
62	62	0
167	167	0
173	173	0
84	84	0
184	184	0
177	177	0
184	184	0
42	142	0
147	147	0
177	177	0
0	184	1
153	153	0
184	184	0
1	183	0
176	176	0
163	163	0
182	182	0
171	171	0
183	183	0
142	142	0
82	102	0
157	157	0
179	179	0
183	183	0
109	109	0
77	107	0
182	182	0
183	183	0
183	183	0
13	171	0
181	181	0
173	173	0
91	91	0
59	125	0
57	57	0
147	147	0
184	184	0
168	168	0
184	184	0
184	184	0
173	173	0
46	46	0
161	161	0
118	118	0
145	145	0
178	178	0
182	182	0
184	184	0
184	184	0
184	184	0
39	145	0
184	184	0
180	180	0
184	184	0
172	172	0
124	124	0
182	182	0
181	181	0
29	155	0
107	107	0
176	176	0
184	184	0
184	184	0
181	181	0
180	180	0
184	184	0
184	184	0
184	184	0
184	184	0
184	184	0
170	170	0
184	184	0
184	184	0
176	176	0
183	183	0
178	178	0
22	162	0
184	184	0
178	178	0
176	176	0
184	184	0
6	178	0
181	181	0
165	165	0
25	25	0
180	180	0
183	183	0
184	184	0
45	139	0
14	170	0
184	184	0
184	184	0
172	172	0
184	184	0
178	178	0
160	160	0
121	121	0
134	134	0
152	152	0
184	184	0
177	177	0
173	173	0
178	178	0
54	130	0
183	183	0
165	165	0
172	172	0
172	172	0
184	184	0
184	184	0
182	182	0
171	171	0
183	183	0
184	184	0
184	184	0
176	176	0
173	173	0
184	184	0
175	175	0
184	184	0
184	184	0
178	178	0
173	173	0
164	164	0
164	164	0
127	127	0
184	184	0
183	183	0
171	171	0
184	184	0
184	184	0
178	178	0
169	169	0
183	183	0
174	174	0
171	171	0
184	184	0
169	169	0
117	117	0
158	158	0
176	176	0
177	177	0
175	175	0
11	11	0
178	178	0
168	168	0
184	184	0
181	181	0
184	184	0
171	171	0
184	184	0
184	184	0
184	184	0
184	184	0
184	184	0
164	164	0
49	135	0
174	174	0
184	184	0
183	183	0
180	180	0
26	158	0
174	174	0
183	183	0
183	183	0
18	166	0
179	179	0
4	180	0
34	34	0
184	184	0
166	166	0
180	180	0
3	181	0
112	112	0
24	160	0
180	180	0
179	179	0
151	151	0
160	160	0
180	180	0
177	177	0
184	184	0
131	131	0
8	176	0
182	182	0
181	181	0
179	179	0
182	182	0
180	180	0
163	163	0
181	181	0
164	164	0
182	182	0
184	184	0
183	183	0
152	152	0
178	178	0
25	159	0
183	183	0
179	179	0
178	178	0
184	184	0
170	170	0
184	184	0
184	184	0
183	183	0
157	157	0
184	184	0
177	177	0
182	182	0
21	163	0
182	182	0
170	170	0
135	135	0
183	183	0
16	168	0
183	183	0
167	167	0
184	184	0
177	177	0
184	184	0
97	97	0
177	177	0
184	184	0
63	121	0
183	183	0
184	184	0
184	184	0
182	182	0
147	147	0
181	181	0
127	127	0
51	133	0
183	183	0
184	184	0
7	177	0
183	183	0
176	176	0
81	103	0
182	182	0
165	165	0
180	180	0
180	180	0
172	172	0
184	184	0
172	172	0
44	140	0
177	177	0
184	184	0
183	183	0
126	126	0
181	181	0
182	182	0
112	112	0
177	177	0
181	181	0
11	173	0
178	178	0
184	184	0
164	164	0
177	177	0
184	184	0
111	111	0
182	182	0
173	173	0
184	184	0
184	184	0
184	184	0
166	166	0
184	184	0
13	171	0
66	118	0
156	156	0
148	148	0
163	163	0
179	179	0
152	152	0
183	183	0
137	137	0
183	183	0
171	171	0
183	183	0
184	184	0
180	180	0
184	184	0
172	172	0
172	172	0
184	184	0
104	104	0
182	182	0
163	163	0
160	160	0
184	184	0
129	129	0
182	182	0
149	149	0
184	184	0
172	172	0
182	182	0
160	160	0
181	181	0
183	183	0
178	178	0
178	178	0
162	162	0
184	184	0
182	182	0
183	183	0
184	184	0
182	182	0
182	182	0
184	184	0
90	90	0
183	183	0
178	178	0
121	121	0
172	172	0
183	183	0
184	184	0
184	184	0
152	152	0
183	183	0
10	174	0
86	98	0
66	66	0
184	184	0
184	184	0
143	143	0
178	178	0
174	174	0
149	149	0
181	181	0
164	164	0
161	161	0
164	164	0
162	162	0
