rare_allele_shared_with	common_allele_shared_with	unique
171	171	0
163	163	0
167	167	0
73	73	0
176	176	0
181	181	0
182	182	0
146	146	0
180	180	0
135	135	0
143	143	0
45	45	0
177	177	0
10	10	0
178	178	0
172	172	0
182	182	0
182	182	0
11	11	0
180	180	0
168	168	0
181	181	0
177	177	0
47	47	0
180	180	0
4	4	0
175	175	0
179	179	0
178	178	0
39	39	0
19	19	0
180	180	0
169	169	0
158	158	0
174	174	0
70	70	0
159	159	0
43	43	0
179	179	0
67	67	0
144	144	0
173	173	0
86	86	0
175	175	0
181	181	0
178	178	0
178	178	0
179	179	0
183	183	0
180	180	0
181	181	0
44	44	0
157	157	0
167	167	0
66	66	0
164	164	0
181	181	0
135	135	0
129	129	0
20	20	0
182	182	0
180	180	0
26	26	0
181	181	0
176	176	0
149	149	0
19	19	0
175	175	0
168	168	0
167	167	0
182	182	0
180	180	0
1	1	1
3	3	0
174	174	0
181	181	0
39	39	0
180	180	0
182	182	0
29	29	0
177	177	0
179	179	0
175	175	0
171	171	0
182	182	0
178	178	0
173	173	0
182	182	0
182	182	0
179	179	0
169	169	0
182	182	0
56	56	0
182	182	0
146	146	0
144	144	0
182	182	0
181	181	0
45	45	0
180	180	0
180	180	0
171	171	0
175	175	0
177	177	0
96	96	0
171	171	0
181	181	0
170	170	0
182	182	0
181	181	0
26	26	0
182	182	0
119	119	0
160	160	0
9	9	0
170	170	0
174	174	0
154	154	0
146	146	0
142	142	0
37	37	0
136	136	0
132	132	0
171	171	0
56	56	0
135	135	0
182	182	0
179	179	0
175	175	0
181	181	0
34	34	0
144	144	0
182	182	0
170	170	0
177	177	0
182	182	0
181	181	0
177	177	0
182	182	0
116	116	0
173	173	0
172	172	0
177	177	0
61	61	0
81	81	0
174	174	0
167	167	0
164	164	0
180	180	0
121	121	0
179	179	0
36	36	0
168	168	0
183	183	0
176	176	0
114	114	0
128	128	0
182	182	0
180	180	0
19	19	0
14	14	0
180	180	0
102	102	0
179	179	0
182	182	0
28	28	0
86	86	0
174	174	0
122	122	0
17	17	0
171	171	0
82	82	0
182	182	0
175	175	0
182	182	0
41	41	0
37	37	0
175	175	0
183	183	0
151	151	0
182	182	0
182	182	0
8	8	0
161	161	0
180	180	0
13	13	0
1	1	1
140	140	0
81	81	0
27	27	0
177	177	0
181	181	0
75	75	0
106	106	0
180	180	0
181	181	0
181	181	0
170	170	0
179	179	0
171	171	0
89	89	0
58	58	0
127	127	0
145	145	0
182	182	0
166	166	0
182	182	0
182	182	0
171	171	0
44	44	0
159	159	0
