rare_allele_shared_with	common_allele_shared_with	unique
171	171	0
19	163	0
167	167	0
73	73	0
6	176	0
181	181	0
182	182	0
146	146	0
180	180	0
135	135	0
143	143	0
45	137	0
177	177	0
172	172	0
178	178	0
172	172	0
182	182	0
182	182	0
171	171	0
180	180	0
168	168	0
181	181	0
177	177	0
47	47	0
180	180	0
178	178	0
175	175	0
179	179	0
178	178	0
143	143	0
163	163	0
180	180	0
13	169	0
158	158	0
174	174	0
70	112	0
159	159	0
43	139	0
179	179	0
115	115	0
144	144	0
173	173	0
86	96	0
175	175	0
181	181	0
178	178	0
178	178	0
179	179	0
183	183	0
180	180	0
181	181	0
44	138	0
157	157	0
167	167	0
66	116	0
164	164	0
181	181	0
135	135	0
53	129	0
162	162	0
182	182	0
180	180	0
156	156	0
181	181	0
176	176	0
149	149	0
163	163	0
7	175	0
168	168	0
167	167	0
182	182	0
180	180	0
181	181	0
179	179	0
174	174	0
181	181	0
39	143	0
180	180	0
182	182	0
153	153	0
177	177	0
179	179	0
175	175	0
11	171	0
0	182	1
178	178	0
173	173	0
0	182	1
182	182	0
179	179	0
13	13	0
0	182	1
56	126	0
182	182	0
146	146	0
144	144	0
182	182	0
181	181	0
137	137	0
180	180	0
180	180	0
171	171	0
175	175	0
177	177	0
86	96	0
171	171	0
181	181	0
170	170	0
182	182	0
181	181	0
26	156	0
182	182	0
119	119	0
22	160	0
173	173	0
170	170	0
174	174	0
28	154	0
146	146	0
40	142	0
37	145	0
46	136	0
132	132	0
171	171	0
56	126	0
47	135	0
182	182	0
179	179	0
175	175	0
181	181	0
34	34	0
144	144	0
182	182	0
170	170	0
177	177	0
182	182	0
181	181	0
177	177	0
182	182	0
116	116	0
173	173	0
172	172	0
177	177	0
61	61	0
101	101	0
174	174	0
167	167	0
164	164	0
180	180	0
121	121	0
179	179	0
36	146	0
168	168	0
183	183	0
176	176	0
68	114	0
54	54	0
182	182	0
180	180	0
163	163	0
168	168	0
180	180	0
80	102	0
179	179	0
182	182	0
154	154	0
86	96	0
8	174	0
122	122	0
17	165	0
171	171	0
82	100	0
182	182	0
175	175	0
182	182	0
41	41	0
37	145	0
175	175	0
183	183	0
31	31	0
182	182	0
182	182	0
174	174	0
21	161	0
180	180	0
13	169	0
181	181	0
42	140	0
101	101	0
155	155	0
177	177	0
181	181	0
75	107	0
76	106	0
180	180	0
181	181	0
181	181	0
170	170	0
179	179	0
11	171	0
89	93	0
58	58	0
55	127	0
37	145	0
182	182	0
166	166	0
182	182	0
182	182	0
171	171	0
138	138	0
