rare_allele_shared_with	common_allele_shared_with	unique
171	171	0
163	163	0
167	167	0
73	73	0
176	176	0
181	181	0
182	182	0
146	146	0
180	180	0
135	135	0
143	143	0
137	137	0
177	177	0
172	172	0
178	178	0
172	172	0
182	182	0
182	182	0
171	171	0
180	180	0
168	168	0
181	181	0
177	177	0
47	47	0
180	180	0
178	178	0
175	175	0
179	179	0
178	178	0
39	39	0
163	163	0
180	180	0
169	169	0
158	158	0
174	174	0
112	112	0
23	23	0
43	43	0
179	179	0
67	67	0
38	38	0
9	9	0
86	86	0
175	175	0
181	181	0
178	178	0
178	178	0
179	179	0
183	183	0
180	180	0
181	181	0
44	44	0
157	157	0
167	167	0
66	66	0
164	164	0
181	181	0
135	135	0
129	129	0
162	162	0
182	182	0
180	180	0
156	156	0
181	181	0
176	176	0
33	33	0
163	163	0
175	175	0
168	168	0
167	167	0
182	182	0
180	180	0
181	181	0
179	179	0
174	174	0
181	181	0
39	39	0
180	180	0
182	182	0
153	153	0
177	177	0
179	179	0
175	175	0
171	171	0
182	182	0
178	178	0
173	173	0
182	182	0
182	182	0
179	179	0
169	169	0
182	182	0
126	126	0
182	182	0
36	36	0
144	144	0
182	182	0
181	181	0
45	45	0
180	180	0
2	2	0
171	171	0
175	175	0
177	177	0
86	86	0
171	171	0
181	181	0
170	170	0
182	182	0
181	181	0
156	156	0
182	182	0
63	63	0
160	160	0
173	173	0
170	170	0
174	174	0
28	28	0
146	146	0
40	40	0
145	145	0
136	136	0
50	50	0
11	11	0
126	126	0
135	135	0
182	182	0
179	179	0
175	175	0
181	181	0
148	148	0
144	144	0
182	182	0
170	170	0
177	177	0
182	182	0
181	181	0
177	177	0
182	182	0
116	116	0
173	173	0
172	172	0
177	177	0
121	121	0
81	81	0
174	174	0
167	167	0
18	18	0
180	180	0
61	61	0
179	179	0
146	146	0
168	168	0
183	183	0
176	176	0
68	68	0
54	54	0
182	182	0
180	180	0
163	163	0
168	168	0
180	180	0
80	80	0
179	179	0
182	182	0
154	154	0
86	86	0
174	174	0
122	122	0
165	165	0
171	171	0
100	100	0
182	182	0
175	175	0
182	182	0
141	141	0
37	37	0
175	175	0
183	183	0
151	151	0
182	182	0
182	182	0
174	174	0
161	161	0
180	180	0
169	169	0
181	181	0
42	42	0
81	81	0
27	27	0
177	177	0
181	181	0
75	75	0
76	76	0
180	180	0
181	181	0
181	181	0
12	12	0
179	179	0
171	171	0
89	89	0
58	58	0
55	55	0
145	145	0
182	182	0
166	166	0
182	182	0
182	182	0
171	171	0
138	138	0
159	159	0
