rare_allele_shared_with	common_allele_shared_with	unique
NA	NA	NA
165	165	0
169	169	0
75	75	0
178	178	0
183	183	0
184	184	0
37	147	0
182	182	0
48	136	0
40	144	0
139	139	0
179	179	0
11	173	0
180	180	0
174	174	0
184	184	0
184	184	0
173	173	0
182	182	0
15	169	0
183	183	0
6	178	0
48	136	0
3	181	0
180	180	0
177	177	0
181	181	0
180	180	0
145	145	0
165	165	0
182	182	0
171	171	0
25	159	0
9	175	0
71	113	0
24	160	0
141	141	0
181	181	0
68	116	0
39	145	0
175	175	0
87	97	0
177	177	0
183	183	0
180	180	0
180	180	0
181	181	0
0	184	1
182	182	0
183	183	0
45	139	0
26	158	0
169	169	0
67	117	0
166	166	0
183	183	0
137	137	0
54	130	0
164	164	0
184	184	0
182	182	0
27	157	0
183	183	0
178	178	0
151	151	0
20	164	0
177	177	0
170	170	0
169	169	0
184	184	0
182	182	0
2	182	0
181	181	0
9	175	0
183	183	0
40	144	0
182	182	0
184	184	0
155	155	0
179	179	0
181	181	0
177	177	0
12	172	0
184	184	0
180	180	0
10	174	0
184	184	0
184	184	0
181	181	0
171	171	0
184	184	0
57	127	0
184	184	0
37	147	0
146	146	0
184	184	0
183	183	0
46	138	0
182	182	0
182	182	0
173	173	0
177	177	0
179	179	0
88	88	0
173	173	0
183	183	0
172	172	0
184	184	0
183	183	0
27	157	0
184	184	0
64	120	0
23	161	0
175	175	0
13	171	0
176	176	0
29	155	0
148	148	0
144	144	0
147	147	0
47	137	0
134	134	0
12	172	0
57	127	0
48	136	0
184	184	0
181	181	0
177	177	0
2	182	0
150	150	0
146	146	0
184	184	0
172	172	0
179	179	0
184	184	0
183	183	0
179	179	0
184	184	0
67	117	0
175	175	0
174	174	0
179	179	0
123	123	0
82	102	0
176	176	0
16	168	0
19	165	0
182	182	0
62	122	0
181	181	0
37	147	0
170	170	0
0	184	1
178	178	0
69	115	0
55	129	0
184	184	0
182	182	0
20	164	0
170	170	0
182	182	0
81	103	0
181	181	0
184	184	0
29	155	0
98	98	0
9	175	0
61	123	0
167	167	0
12	172	0
83	101	0
184	184	0
177	177	0
184	184	0
42	142	0
38	146	0
177	177	0
185	185	0
32	152	0
184	184	0
184	184	0
176	176	0
163	163	0
182	182	0
171	171	0
183	183	0
142	142	0
83	83	0
157	157	0
179	179	0
183	183	0
109	109	0
77	107	0
182	182	0
183	183	0
183	183	0
172	172	0
181	181	0
12	172	0
90	94	0
59	125	0
129	129	0
38	146	0
184	184	0
168	168	0
184	184	0
184	184	0
173	173	0
45	139	0
161	161	0
118	118	0
40	144	0
178	178	0
182	182	0
184	184	0
184	184	0
184	184	0
39	145	0
184	184	0
5	179	0
184	184	0
172	172	0
61	123	0
182	182	0
181	181	0
156	156	0
78	106	0
176	176	0
184	184	0
184	184	0
181	181	0
180	180	0
184	184	0
184	184	0
184	184	0
184	184	0
184	184	0
170	170	0
184	184	0
184	184	0
176	176	0
183	183	0
178	178	0
23	23	0
184	184	0
178	178	0
176	176	0
184	184	0
179	179	0
181	181	0
165	165	0
24	160	0
180	180	0
183	183	0
184	184	0
45	139	0
171	171	0
184	184	0
184	184	0
172	172	0
184	184	0
178	178	0
160	160	0
65	65	0
134	134	0
33	151	0
184	184	0
177	177	0
173	173	0
178	178	0
131	131	0
183	183	0
165	165	0
172	172	0
172	172	0
184	184	0
184	184	0
182	182	0
171	171	0
183	183	0
184	184	0
184	184	0
176	176	0
173	173	0
184	184	0
175	175	0
184	184	0
184	184	0
178	178	0
173	173	0
164	164	0
164	164	0
127	127	0
184	184	0
2	182	0
171	171	0
184	184	0
184	184	0
178	178	0
169	169	0
183	183	0
174	174	0
171	171	0
184	184	0
169	169	0
117	117	0
158	158	0
176	176	0
177	177	0
10	174	0
175	175	0
178	178	0
168	168	0
184	184	0
181	181	0
184	184	0
14	170	0
184	184	0
184	184	0
184	184	0
184	184	0
184	184	0
164	164	0
136	136	0
174	174	0
184	184	0
183	183	0
180	180	0
159	159	0
174	174	0
183	183	0
183	183	0
167	167	0
179	179	0
181	181	0
152	152	0
184	184	0
166	166	0
180	180	0
182	182	0
112	112	0
161	161	0
180	180	0
179	179	0
151	151	0
160	160	0
180	180	0
177	177	0
184	184	0
131	131	0
177	177	0
182	182	0
181	181	0
179	179	0
182	182	0
180	180	0
163	163	0
181	181	0
164	164	0
182	182	0
184	184	0
183	183	0
152	152	0
178	178	0
25	159	0
183	183	0
179	179	0
7	177	0
184	184	0
170	170	0
184	184	0
184	184	0
183	183	0
28	156	0
184	184	0
177	177	0
182	182	0
164	164	0
182	182	0
170	170	0
135	135	0
183	183	0
16	168	0
183	183	0
167	167	0
184	184	0
